alert_id,date_detected,date_resolved,severity,alert_type,mitre_tactic,detection_source,source_ip,destination_ip,target_system,department,analyst_assigned,status,is_true_positive,resolution_time_hours
ALT-00647,2026-07-12 13:02:02,2026-07-13 13:05:02,Medium,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,45.231.253.62,10.0.2.144,Sales CRM,Sales,Omar Al-Dosari,Resolved,Yes,24.05
ALT-00648,2026-07-12 14:35:31,2026-07-13 23:54:43,Low,Phishing Email,Initial Access,Proxy Logs,58.153.192.48,10.0.24.139,File Server,Operations,Omar Al-Dosari,Escalated,Yes,33.32
ALT-00649,2026-07-12 18:28:23,2026-07-12 22:55:59,Critical,Malware Detected,Execution,Wireshark,10.0.2.249,10.0.4.154,POS Terminal,Sales,Omar Al-Dosari,Resolved,Yes,4.46
ALT-00650,2026-07-13 16:29:45,2026-07-14 23:07:33,Low,Suspicious PowerShell,Execution,Wireshark,97.155.252.144,10.0.23.120,Web Server 01,IT,Faisal Al-Qahtani,Escalated,Yes,30.63
ALT-00651,2026-07-13 23:41:23,2026-07-15 04:02:23,Medium,Phishing Email,Initial Access,Wireshark,10.0.17.244,10.0.2.80,Sales CRM,Sales,Sara Alzahrani,Resolved,Yes,28.35
ALT-00652,2026-07-14 00:21:52,,Medium,Brute Force Login,Credential Access,Proxy Logs,10.0.9.251,10.0.23.115,Database Server (SQL),IT,Sara Alzahrani,In Progress,Yes,
ALT-00653,2026-07-14 07:40:36,2026-07-18 06:03:24,Low,Malicious Macro,Execution,Firewall/IDS,10.0.28.248,10.0.2.212,Web Server 01,IT,Sara Alzahrani,Resolved,Yes,94.38
ALT-00654,2026-07-14 10:21:45,2026-07-15 20:46:57,Medium,Malware Detected,Execution,Elastic SIEM,10.0.3.218,10.0.16.222,HR Portal,HR,Sara Alzahrani,Resolved,Yes,34.42
ALT-00655,2026-07-14 12:50:31,2026-07-17 00:18:07,Low,Malware Detected,Execution,Elastic SIEM,105.145.232.254,10.0.20.141,Finance ERP App,Finance,Sara Alzahrani,Resolved,Yes,59.46
ALT-00656,2026-07-14 14:01:47,2026-07-14 19:25:11,Critical,Privilege Escalation,Privilege Escalation,Proxy Logs,10.0.6.139,10.0.26.64,Database Server (SQL),IT,Nouf Al-Harbi,Resolved,Yes,5.39
ALT-00657,2026-07-14 15:43:06,2026-07-14 20:38:54,Critical,Unauthorized Access,Initial Access,Proxy Logs,102.78.14.21,10.0.14.214,File Server,Operations,Sara Alzahrani,Resolved,Yes,4.93
ALT-00658,2026-07-14 23:05:27,2026-07-16 06:38:27,Low,Malicious Macro,Execution,Elastic SIEM,10.0.10.205,10.0.1.77,POS Terminal,Sales,Omar Al-Dosari,Resolved,Yes,31.55
ALT-00659,2026-07-15 06:34:24,,High,Privilege Escalation,Privilege Escalation,EDR Agent,170.96.150.203,10.0.4.85,Executive Laptop,Executive,Faisal Al-Qahtani,In Progress,Yes,
ALT-00660,2026-07-16 09:00:21,2026-07-16 20:36:57,Medium,Privilege Escalation,Privilege Escalation,EDR Agent,72.132.247.160,10.0.23.38,Finance ERP App,Finance,Omar Al-Dosari,Resolved,Yes,11.61
ALT-00661,2026-07-16 18:09:33,2026-07-16 23:07:45,Medium,Brute Force Login,Credential Access,Wireshark,10.0.14.12,10.0.6.74,File Server,Operations,Nouf Al-Harbi,Resolved,Yes,4.97
ALT-00662,2026-07-17 11:47:41,2026-07-19 16:02:05,Low,Suspicious PowerShell,Execution,Proxy Logs,10.0.18.40,10.0.10.130,File Server,Operations,Omar Al-Dosari,Resolved,Yes,52.24
ALT-00663,2026-07-17 12:20:23,2026-07-18 04:43:11,Low,Port Scan,Reconnaissance,Email Gateway,90.168.211.135,10.0.6.180,VPN Gateway,IT,Sara Alzahrani,Resolved,Yes,16.38
ALT-00664,2026-07-18 15:48:26,2026-07-20 03:35:14,Medium,Port Scan,Reconnaissance,Proxy Logs,10.0.20.69,10.0.24.211,Database Server (SQL),IT,Faisal Al-Qahtani,Resolved,Yes,35.78
ALT-00665,2026-07-18 16:57:18,2026-07-18 23:42:18,High,Malicious Macro,Execution,Email Gateway,148.86.78.44,10.0.21.161,File Server,Operations,Nouf Al-Harbi,Resolved,Yes,6.75
ALT-00666,2026-07-19 08:47:59,2026-07-22 22:26:59,Low,Policy Violation,N/A,EDR Agent,75.57.120.163,10.0.13.85,Finance ERP App,Finance,Nouf Al-Harbi,Resolved,Yes,85.65
ALT-00667,2026-07-21 11:13:37,,Critical,Unauthorized Access,Initial Access,EDR Agent,140.146.4.217,10.0.3.112,Finance ERP App,Finance,Lama Al-Ghamdi,In Progress,Yes,
ALT-00668,2026-07-21 15:06:55,2026-07-23 13:31:31,Medium,Phishing Email,Initial Access,EDR Agent,10.0.27.124,10.0.3.212,Database Server (SQL),IT,Omar Al-Dosari,Resolved,Yes,46.41
ALT-00669,2026-07-21 16:41:21,2026-07-22 00:08:57,Medium,Suspicious PowerShell,Execution,Proxy Logs,10.0.9.178,10.0.19.246,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,7.46
ALT-00670,2026-07-21 16:46:18,2026-07-22 00:48:06,Low,Phishing Email,Initial Access,Email Gateway,69.164.42.243,10.0.3.44,HR Portal,HR,Lama Al-Ghamdi,Resolved,Yes,8.03
ALT-00671,2026-07-22 08:18:47,2026-07-23 00:58:23,High,Data Exfiltration Attempt,Exfiltration,Wireshark,68.214.92.105,10.0.25.39,VPN Gateway,IT,Lama Al-Ghamdi,Resolved,Yes,16.66
ALT-00672,2026-07-22 14:52:10,2026-07-23 05:15:34,High,Malware Detected,Execution,Proxy Logs,50.108.233.122,10.0.1.193,Database Server (SQL),IT,Omar Al-Dosari,Resolved,Yes,14.39
ALT-00673,2026-07-22 17:12:53,2026-07-22 22:38:05,High,Data Exfiltration Attempt,Exfiltration,EDR Agent,10.0.16.124,10.0.0.86,Web Server 01,IT,Sara Alzahrani,Resolved,Yes,5.42
ALT-00674,2026-07-23 13:53:56,2026-07-25 02:11:56,Medium,Malware Detected,Execution,EDR Agent,183.140.77.200,10.0.6.29,HR Portal,HR,Omar Al-Dosari,Resolved,Yes,36.3
ALT-00675,2026-07-24 00:38:20,2026-07-24 07:43:44,Critical,Data Exfiltration Attempt,Exfiltration,Firewall/IDS,41.248.35.251,10.0.24.138,HR Portal,HR,Faisal Al-Qahtani,Resolved,Yes,7.09
ALT-00676,2026-07-25 15:41:16,,High,Privilege Escalation,Privilege Escalation,Email Gateway,55.55.122.63,10.0.1.173,Domain Controller,IT,Nouf Al-Harbi,In Progress,Yes,
ALT-00677,2026-07-25 21:42:56,2026-07-27 09:30:20,Medium,Malicious Macro,Execution,Wireshark,153.128.254.227,10.0.2.62,POS Terminal,Sales,Faisal Al-Qahtani,Resolved,Yes,35.79
ALT-00678,2026-07-26 10:39:58,2026-07-28 16:38:46,Low,Brute Force Login,Credential Access,Email Gateway,95.27.201.33,10.0.12.173,Executive Laptop,Executive,Nouf Al-Harbi,Resolved,Yes,53.98
ALT-00679,2026-07-27 12:00:29,,Medium,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,10.0.18.170,10.0.15.118,Sales CRM,Sales,Lama Al-Ghamdi,In Progress,Yes,
ALT-00680,2026-07-27 18:34:51,2026-07-28 18:09:03,Medium,Suspicious PowerShell,Execution,Firewall/IDS,140.169.215.91,10.0.30.252,Email Gateway,IT,Lama Al-Ghamdi,Escalated,Yes,23.57
ALT-00681,2026-07-28 16:23:44,2026-07-28 22:27:56,Critical,Malicious Macro,Execution,EDR Agent,85.100.96.31,10.0.29.220,Web Server 01,IT,Faisal Al-Qahtani,Escalated,Yes,6.07
ALT-00682,2026-07-28 18:03:58,,Medium,Malicious Macro,Execution,Email Gateway,10.0.28.216,10.0.5.241,Domain Controller,IT,Sara Alzahrani,In Progress,Yes,
ALT-00683,2026-07-29 13:09:52,,Critical,Privilege Escalation,Privilege Escalation,Wireshark,144.200.153.253,10.0.26.170,POS Terminal,Sales,Sara Alzahrani,In Progress,Yes,
ALT-00684,2026-07-29 17:29:53,2026-07-30 22:35:17,Medium,Privilege Escalation,Privilege Escalation,EDR Agent,121.158.173.57,10.0.10.201,Employee Workstation,Operations,Sara Alzahrani,Resolved,Yes,29.09
ALT-00685,2026-07-29 23:43:25,2026-07-30 22:38:37,Medium,Policy Violation,N/A,Elastic SIEM,192.134.195.211,10.0.20.242,VPN Gateway,IT,Nouf Al-Harbi,Resolved,Yes,22.92
ALT-00686,2026-07-30 14:05:42,2026-07-30 19:43:30,High,C2 Communication,Command and Control,Elastic SIEM,10.0.18.54,10.0.2.214,Executive Laptop,Executive,Sara Alzahrani,Escalated,Yes,5.63
ALT-00687,2026-07-30 15:56:24,2026-07-30 18:01:48,Medium,Unauthorized Access,Initial Access,EDR Agent,10.0.2.206,10.0.27.10,Employee Workstation,Operations,Lama Al-Ghamdi,False Positive,No,2.09
ALT-00688,2026-07-30 16:52:22,2026-07-30 18:06:46,Low,Malicious Macro,Execution,Wireshark,10.0.12.105,10.0.12.113,Email Gateway,IT,Omar Al-Dosari,False Positive,No,1.24
ALT-00689,2026-07-31 12:21:39,2026-07-31 19:22:51,High,Privilege Escalation,Privilege Escalation,Firewall/IDS,144.18.35.61,10.0.20.177,Employee Workstation,Operations,Lama Al-Ghamdi,Resolved,Yes,7.02
ALT-00690,2026-07-31 16:00:40,2026-07-31 20:55:16,High,Malicious Macro,Execution,Wireshark,209.222.36.192,10.0.21.41,File Server,Operations,Omar Al-Dosari,Escalated,Yes,4.91
ALT-00691,2026-08-01 13:25:37,2026-08-03 09:40:37,Low,DDoS Traffic,Impact,Proxy Logs,81.29.125.23,10.0.29.113,File Server,Operations,Sara Alzahrani,Resolved,Yes,44.25
ALT-00692,2026-08-01 18:43:45,2026-08-03 17:48:33,Low,Malware Detected,Execution,Proxy Logs,10.0.25.124,10.0.9.40,Sales CRM,Sales,Lama Al-Ghamdi,Resolved,Yes,47.08
ALT-00693,2026-08-02 05:43:48,2026-08-02 19:07:12,Medium,Phishing Email,Initial Access,Email Gateway,10.0.26.6,10.0.18.176,Database Server (SQL),IT,Sara Alzahrani,Resolved,Yes,13.39
ALT-00694,2026-08-02 14:49:28,2026-08-02 15:11:40,Medium,C2 Communication,Command and Control,Wireshark,73.242.199.175,10.0.30.81,Email Gateway,IT,Omar Al-Dosari,False Positive,No,0.37
ALT-00695,2026-08-02 16:12:49,2026-08-02 19:04:25,Medium,Port Scan,Reconnaissance,EDR Agent,46.75.236.225,10.0.3.192,Finance ERP App,Finance,Faisal Al-Qahtani,False Positive,No,2.86
ALT-00696,2026-08-03 12:06:53,2026-08-03 23:15:53,High,C2 Communication,Command and Control,Wireshark,10.0.1.143,10.0.9.180,HR Portal,HR,Nouf Al-Harbi,Resolved,Yes,11.15
ALT-00697,2026-08-03 15:34:10,2026-08-03 18:25:10,Medium,Policy Violation,N/A,EDR Agent,59.2.169.166,10.0.22.77,Email Gateway,IT,Omar Al-Dosari,False Positive,No,2.85
ALT-00698,2026-08-03 17:32:24,,High,Data Exfiltration Attempt,Exfiltration,Elastic SIEM,68.164.243.129,10.0.4.247,POS Terminal,Sales,Omar Al-Dosari,In Progress,Yes,
ALT-00699,2026-08-03 18:27:51,2026-08-03 23:36:51,Critical,Malware Detected,Execution,Email Gateway,10.0.11.70,10.0.25.103,Employee Workstation,Operations,Faisal Al-Qahtani,Resolved,Yes,5.15
ALT-00700,2026-08-05 10:32:34,2026-08-05 22:36:46,High,Privilege Escalation,Privilege Escalation,Elastic SIEM,201.213.146.225,10.0.27.110,POS Terminal,Sales,Nouf Al-Harbi,Resolved,Yes,12.07
ALT-00701,2026-08-06 11:44:45,2026-08-06 23:38:45,High,Data Exfiltration Attempt,Exfiltration,Email Gateway,121.176.74.75,10.0.1.75,HR Portal,HR,Nouf Al-Harbi,Resolved,Yes,11.9
ALT-00702,2026-08-07 12:53:15,2026-08-07 21:02:15,Low,Policy Violation,N/A,Elastic SIEM,10.0.13.107,10.0.3.120,Executive Laptop,Executive,Lama Al-Ghamdi,Resolved,Yes,8.15
ALT-00703,2026-08-09 08:58:07,,Low,Port Scan,Reconnaissance,Wireshark,204.178.250.163,10.0.22.96,Web Server 01,IT,Omar Al-Dosari,In Progress,Yes,
ALT-00704,2026-08-09 08:59:51,2026-08-09 15:06:27,Low,Unauthorized Access,Initial Access,Wireshark,128.138.129.163,10.0.5.23,Database Server (SQL),IT,Sara Alzahrani,Resolved,Yes,6.11
ALT-00705,2026-08-09 09:08:53,2026-08-09 10:27:29,High,Port Scan,Reconnaissance,Email Gateway,126.154.140.82,10.0.24.90,Sales CRM,Sales,Sara Alzahrani,Resolved,Yes,1.31
ALT-00706,2026-08-10 09:22:01,2026-08-10 12:07:01,Medium,Policy Violation,N/A,EDR Agent,10.0.0.52,10.0.6.74,Finance ERP App,Finance,Faisal Al-Qahtani,False Positive,No,2.75
ALT-00707,2026-08-11 16:32:10,2026-08-13 04:20:10,Medium,Malware Detected,Execution,Firewall/IDS,85.249.129.94,10.0.14.5,Employee Workstation,Operations,Nouf Al-Harbi,Resolved,Yes,35.8
ALT-00708,2026-08-12 08:38:15,2026-08-12 15:53:51,High,Malicious Macro,Execution,Elastic SIEM,10.0.29.87,10.0.24.71,Sales CRM,Sales,Lama Al-Ghamdi,Resolved,Yes,7.26
ALT-00709,2026-08-12 10:56:41,2026-08-12 19:00:53,High,Brute Force Login,Credential Access,Elastic SIEM,62.26.202.161,10.0.9.187,Finance ERP App,Finance,Nouf Al-Harbi,Resolved,Yes,8.07
ALT-00710,2026-08-12 13:26:48,2026-08-13 16:32:48,Medium,DDoS Traffic,Impact,Firewall/IDS,10.0.17.239,10.0.23.67,POS Terminal,Sales,Lama Al-Ghamdi,Resolved,Yes,27.1
ALT-00711,2026-08-13 13:35:24,2026-08-14 20:03:00,Medium,Port Scan,Reconnaissance,Proxy Logs,202.37.42.69,10.0.4.99,Executive Laptop,Executive,Omar Al-Dosari,Resolved,Yes,30.46
ALT-00712,2026-08-14 02:59:30,2026-08-14 20:55:54,High,Phishing Email,Initial Access,Wireshark,116.192.41.175,10.0.30.171,Web Server 01,IT,Omar Al-Dosari,Resolved,Yes,17.94
ALT-00713,2026-08-14 13:37:30,,Medium,Suspicious PowerShell,Execution,Proxy Logs,115.8.132.42,10.0.18.16,Finance ERP App,Finance,Omar Al-Dosari,In Progress,Yes,
ALT-00714,2026-08-15 09:32:49,2026-08-16 08:48:25,Medium,Unauthorized Access,Initial Access,Firewall/IDS,10.0.22.174,10.0.23.120,Web Server 01,IT,Faisal Al-Qahtani,Resolved,Yes,23.26
ALT-00715,2026-08-15 10:39:36,2026-08-16 04:27:00,High,Data Exfiltration Attempt,Exfiltration,EDR Agent,10.0.9.252,10.0.6.2,File Server,Operations,Omar Al-Dosari,Escalated,Yes,17.79
ALT-00716,2026-08-16 15:12:07,,Medium,Malware Detected,Execution,Wireshark,101.177.33.141,10.0.17.76,Database Server (SQL),IT,Omar Al-Dosari,In Progress,Yes,
ALT-00717,2026-08-16 17:58:05,2026-08-17 07:04:05,High,Brute Force Login,Credential Access,Firewall/IDS,45.133.154.153,10.0.9.46,Database Server (SQL),IT,Faisal Al-Qahtani,Escalated,Yes,13.1
ALT-00718,2026-08-17 09:02:58,2026-08-18 21:26:58,Medium,C2 Communication,Command and Control,EDR Agent,149.68.201.20,10.0.18.147,Sales CRM,Sales,Nouf Al-Harbi,Resolved,Yes,36.4
ALT-00719,2026-08-17 11:04:17,2026-08-17 12:24:05,Medium,Port Scan,Reconnaissance,Elastic SIEM,10.0.10.90,10.0.19.169,Executive Laptop,Executive,Sara Alzahrani,False Positive,No,1.33
ALT-00720,2026-08-19 22:07:25,2026-08-20 00:23:37,Medium,Phishing Email,Initial Access,Elastic SIEM,10.0.23.171,10.0.30.237,POS Terminal,Sales,Omar Al-Dosari,False Positive,No,2.27
